site_name,year,long_name,Source,lat,lon,coord_datum,alt,alt_datum,site_type,COMID,VPU,ndays,nyears,ann_GPP_C,ann_ER_C,PAR_sum,Stream_PAR_sum,Wtemp_mean,Wtemp_cv,Wtemp_skew,Wtemp_kurt,Wtemp_amp,Wtemp_phase,Wtemp_ar1,Disch_mean,Disch_cv,Disch_skew,Disch_kurt,Disch_amp,Disch_phase,Disch_ar1,PAR_mean,PAR_cv,PAR_skew,PAR_kurt,PAR_amp,PAR_phase,PAR_ar1,LAI_mean,LAI_cv,LAI_skew,LAI_kurt,LAI_amp,LAI_phase,LAI_ar1,dvqcoefs.c,Azimuth,tree_height,Width,MOD_ann_NPP,dvqcoefs.f,dvqcoefs.a,dvqcoefs.b,dvqcoefs.k,dvqcoefs.m,struct.canal_flag,struct.dam_flag,struct.npdes_flag,slope_calc,HYRIV_ID,HydroATLAS_near_dist_m,HydroATLAS_dis_m3_pyr,HydroATLAS_run_mm_cyr,HydroATLAS_ria_ha_csu,HydroATLAS_ele_mt_cav,HydroATLAS_ele_mt_cmn,HydroATLAS_ele_mt_cmx,HydroATLAS_slp_dg_cav,HydroATLAS_slp_dg_uav,HydroATLAS_sgr_dk_rav,HydroATLAS_tmp_dc_cyr,HydroATLAS_tmp_dc_uyr,HydroATLAS_tmp_dc_c01,HydroATLAS_tmp_dc_c02,HydroATLAS_tmp_dc_c03,HydroATLAS_tmp_dc_c04,HydroATLAS_tmp_dc_c05,HydroATLAS_tmp_dc_c06,HydroATLAS_tmp_dc_c07,HydroATLAS_tmp_dc_c08,HydroATLAS_tmp_dc_c09,HydroATLAS_tmp_dc_c10,HydroATLAS_tmp_dc_c11,HydroATLAS_tmp_dc_c12,HydroATLAS_pre_mm_cyr,HydroATLAS_pre_mm_uyr,HydroATLAS_pre_mm_c01,HydroATLAS_pre_mm_c02,HydroATLAS_pre_mm_c03,HydroATLAS_pre_mm_c04,HydroATLAS_pre_mm_c05,HydroATLAS_pre_mm_c06,HydroATLAS_pre_mm_c07,HydroATLAS_pre_mm_c08,HydroATLAS_pre_mm_c09,HydroATLAS_pre_mm_c10,HydroATLAS_pre_mm_c11,HydroATLAS_pre_mm_c12,HydroATLAS_ari_ix_cav,HydroATLAS_ari_ix_uav,HydroATLAS_glc_cl_cmj,HydroATLAS_wet_pc_cg2,HydroATLAS_wet_pc_ug2,HydroATLAS_for_pc_cse,HydroATLAS_for_pc_use,HydroATLAS_crp_pc_cse,HydroATLAS_crp_pc_use,HydroATLAS_ppd_pk_cav,HydroATLAS_ppd_pk_uav,HydroATLAS_rdd_mk_cav,HydroATLAS_rdd_mk_uav,HydroATLAS_hdi_ix_cav,HydroATLAS_urb_pc_cse,HydroATLAS_urb_pc_use,NHD_near_dist_m,IGBP_LC_Type1Class2018,IGBP_LU_category,US_state,region,reach_proportion,NHD_STREAMORDE,NHD_HYDROSEQ,NHD_STARTFLAG,NHD_REACHCODE,NHD_AREASQKM,NHD_TOTDASQKM,NHD_LENGTHKM,NHD_SLOPE,NHD_SLOPELENKM,NHD_TIDAL,NHD_MAXELEVSMO,NHD_MINELEVSMO,NHD_AREASQKM_corr,NHD_TOTDASQKM_corr,areal_corr_factor,ElevWs,PrecipWs,TminWs,TmaxWs,TmeanWs,RunoffWs,PctImp2006Ws,PctImp2008Ws,PctImp2011Ws,PctImp2001Ws,PctImp2013Ws,PctImp2019Ws,PctImp2016Ws,PctImp2004Ws,PctOw2011Ws,PctIce2011Ws,PctUrbOp2011Ws,PctUrbLo2011Ws,PctUrbMd2011Ws,PctUrbHi2011Ws,PctBl2011Ws,PctDecid2011Ws,PctConif2011Ws,PctMxFst2011Ws,PctShrb2011Ws,PctGrs2011Ws,PctHay2011Ws,PctCrop2011Ws,PctWdWet2011Ws,PctHbWet2011Ws,PctOw2016Ws,PctIce2016Ws,PctUrbOp2016Ws,PctUrbLo2016Ws,PctUrbMd2016Ws,PctUrbHi2016Ws,PctBl2016Ws,PctDecid2016Ws,PctConif2016Ws,PctMxFst2016Ws,PctShrb2016Ws,PctGrs2016Ws,PctHay2016Ws,PctCrop2016Ws,PctWdWet2016Ws,PctHbWet2016Ws,HUDen2010Ws,PopDen2010Ws,SN_2008Ws,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,DamNIDStorWs,DamNrmStorWs,NABD_NIDStorWs,NABD_NrmStorWs,DamDensWs,SuperfundDensWs,NPDESDensWs,TRIDensWs,RdDensWs,NABD_DensWs,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,CBNFWs,FertWs,ManureWs,WtDepWs,OmWs,PermWs,RckDepWs,BFIWs,HydrlCondWs,NWs,Al2O3Ws,CaOWs,Fe2O3Ws,K2OWs,MgOWs,Na2OWs,P2O5Ws,SWs,SiO2Ws,precip_runoff_ratio
nwis_03374100,2016,"WHITE RIVER AT HAZLETON, IN",USGS (Powell Center),38.4897695,-87.55002269,"NAD83",382.77,"NAVD88",ST,18471310,05,305,1,403.3471824212141,-554.7207489402058,12.3625384569288,11.652149218245402,16.4,0.32,-0.04,-0.03,1.37,207.575259153188,0.888,442.5,0.35,0.29,0.15,0.8,79.13060382333471,0.931,33.78,0.26,0.03,0.01,1.19,182.98921634615567,0.246,0.81,0.36,0.13,-0.06,1.37,196.07693228033943,0.821,0.150977829557166,243.73407694602065,20,133.9596,544.075,0.539513365253975,133.756187471072,0.0504866347460253,0.0495191225879211,0.41,0,0,0,1.56813e-4,70607539,20.66352497,0.324,395,2.496,144,125,175,14,14,25,127,127,-13,12,66,129,182,232,251,240,202,138,72,12,1121,1121,71,71,112,107,125,101,105,89,76,74,100,90,98,98,16,24,24,25,25,52,52,12.396,12.394,431,430,921,0,0,49.11044406,12,agricultural,Indiana,IN,0.01312899999999994,7,430003177,0,05120202000441,75.3273,29069.028,28.684,1e-5,28.684,0,11566,11555,0.98897,28994.68967,0.9974426963983798,227.8578,1124.5449867435586,-6.805063172383232,17.257448744573527,11.61118364803968,398.8382,3.58,3.69,3.79,3.31,3.87,4.15,3.99,3.4,1.2,0,5.87,3.98,2.18,0.8,0.17,27.73,0.16,1.85,0.09,0.8,8.17,45.8,1.03,0.16,1.21,0,5.79,4.02,2.38,0.87,0.17,27.77,0.16,1.87,0.12,0.77,7.93,45.76,1.03,0.17,38.7674,89.3797,891.4008,13.9394,6.6738,4.5517,61382.3425,22464.6835,58620.2648,20780.7382,0.0181,0.0049,0.0022,0.0248,2.3881,0.0065,0,0,0,0,0,21.08,1.64,56.53,0,2.41,6.03,0,0.98,0.03,0,11.02,0,0.29,26.3717,41.4129,3.2947,106.2525,0.9504,3.4703,142.7145,27.5426,4.9878,0.1104,7.1888,16.4425,4.0175,1.4942,3.0509,0.7126,0.1444,0.2133,42.2514,2.8195518552223904
nwis_03408500,2014,"NEW RIVER AT NEW RIVER, TN",USGS (Powell Center),36.3855167,-84.5547174,"NAD83",1092.43,NGVD29,ST,12154450,05,311,1,36.35603329627129,-102.50910033511963,12.245378959296,7.808025126692086,14.65,0.32,-0.01,-0.05,1.36,202.96655947275488,0.87,23.16,0.63,0.5,0.28,0.64,26.097127577138167,0.445,33.55,0.26,0.02,0.04,1.16,177.680128017271,0.199,2.56,0.44,0.16,-0.15,1.34,191.7927177320226,0.812,0.208935349464875,292.49821447529894,23,28.041600000000003,837.6666333333333,0.522933878954036,20.7769566923298,0.157066121045964,0.230359507643365,0.32,95,0,0,0.006936423,70659069,176.8030826,20.571,622,5.403,432,343,493,73,133,33,126,121,6,26,78,128,170,211,231,227,193,131,79,28,1376,1423,115,109,138,111,130,113,133,105,99,87,115,122,115,122,2,0,0,100,96,7,2,24.988,8.706,230,111,810,0,0,30.51913201,4,forested,Tennessee,TN,0.02817999999999998,4,430009892,0,05130104000236,7.4844,998.1612,5.032,1e-5,5.032,0,33394,33394,0.21091,990.88771,0.9927131108682644,563.9732,1497.9761039981536,-4.713996975760899,18.821129012574797,12.687958257221664,703.8824,0.65,0.66,0.67,0.6,0.68,0.71,0.69,0.62,0.23,0,2.58,0.76,0.35,0.1,0.12,79.99,0.13,7.82,2.03,3.09,2.71,0.02,0.06,0.01,0.22,0,2.57,0.77,0.37,0.11,0.11,80.29,0.13,7.86,2.79,2.02,2.67,0.02,0.06,0.01,4.7912,10.9513,616.3947,8.8724,3.7735,2.2874,14642.429,8807.2067,8631.7298,3759.1585,0.005,0.002,0,0.002,1.4518,0.001,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.3246,0.8095,0.4153,181.1302,0.9853,9.9286,106.252,34.3295,0.1001,0.1564,8.2302,2.6189,2.7323,1.574,1.6755,0.6291,0.2089,0.5341,58.1323,2.1281624657729097
nwis_03408500,2015,"NEW RIVER AT NEW RIVER, TN",USGS (Powell Center),36.3855167,-84.5547174,"NAD83",1092.43,NGVD29,ST,12154450,05,319,1,34.67345500810126,-126.67893312131382,12.3875522359344,7.945941495040596,15.19,0.29,-0.07,-0.01,1.33,205.52487996821284,0.867,27.82,0.66,0.57,0.36,0.45,44.14639992128083,0.575,33.94,0.27,0,-0.01,1.19,181.51507032680053,0.384,2.78,0.46,0.13,-0.2,1.34,189.93554438837327,0.844,0.208935349464875,292.49821447529894,23,28.041600000000003,837.6666333333333,0.522933878954036,20.7769566923298,0.157066121045964,0.230359507643365,0.32,95,0,0,0.006936423,70659069,176.8030826,20.571,622,5.403,432,343,493,73,133,33,126,121,6,26,78,128,170,211,231,227,193,131,79,28,1376,1423,115,109,138,111,130,113,133,105,99,87,115,122,115,122,2,0,0,100,96,7,2,24.988,8.706,230,111,810,0,0,30.51913201,4,forested,Tennessee,TN,0.02817999999999998,4,430009892,0,05130104000236,7.4844,998.1612,5.032,1e-5,5.032,0,33394,33394,0.21091,990.88771,0.9927131108682644,563.9732,1497.9761039981536,-4.713996975760899,18.821129012574797,12.687958257221664,703.8824,0.65,0.66,0.67,0.6,0.68,0.71,0.69,0.62,0.23,0,2.58,0.76,0.35,0.1,0.12,79.99,0.13,7.82,2.03,3.09,2.71,0.02,0.06,0.01,0.22,0,2.57,0.77,0.37,0.11,0.11,80.29,0.13,7.86,2.79,2.02,2.67,0.02,0.06,0.01,4.7912,10.9513,616.3947,8.8724,3.7735,2.2874,14642.429,8807.2067,8631.7298,3759.1585,0.005,0.002,0,0.002,1.4518,0.001,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.3246,0.8095,0.4153,181.1302,0.9853,9.9286,106.252,34.3295,0.1001,0.1564,8.2302,2.6189,2.7323,1.574,1.6755,0.6291,0.2089,0.5341,58.1323,2.1281624657729097
nwis_03408500,2016,"NEW RIVER AT NEW RIVER, TN",USGS (Powell Center),36.3855167,-84.5547174,"NAD83",1092.43,NGVD29,ST,12154450,05,269,1,30.533898253888438,-176.29907591737,12.723374180159999,7.986306876604113,16.91,0.3,-0.05,-0.05,1.37,200.91906289182563,0.888,16.06,0.71,0.59,0.4,0.63,46.39475385340116,0.32,34.76,0.24,-0.01,0.03,1.21,183.92029147075132,0.276,2.81,0.44,0.13,-0.18,1.36,193.8003686981693,0.846,0.208935349464875,292.49821447529894,23,28.041600000000003,837.6666333333333,0.522933878954036,20.7769566923298,0.157066121045964,0.230359507643365,0.32,95,0,0,0.006936423,70659069,176.8030826,20.571,622,5.403,432,343,493,73,133,33,126,121,6,26,78,128,170,211,231,227,193,131,79,28,1376,1423,115,109,138,111,130,113,133,105,99,87,115,122,115,122,2,0,0,100,96,7,2,24.988,8.706,230,111,810,0,0,30.51913201,4,forested,Tennessee,TN,0.02817999999999998,4,430009892,0,05130104000236,7.4844,998.1612,5.032,1e-5,5.032,0,33394,33394,0.21091,990.88771,0.9927131108682644,563.9732,1497.9761039981536,-4.713996975760899,18.821129012574797,12.687958257221664,703.8824,0.65,0.66,0.67,0.6,0.68,0.71,0.69,0.62,0.23,0,2.58,0.76,0.35,0.1,0.12,79.99,0.13,7.82,2.03,3.09,2.71,0.02,0.06,0.01,0.22,0,2.57,0.77,0.37,0.11,0.11,80.29,0.13,7.86,2.79,2.02,2.67,0.02,0.06,0.01,4.7912,10.9513,616.3947,8.8724,3.7735,2.2874,14642.429,8807.2067,8631.7298,3759.1585,0.005,0.002,0,0.002,1.4518,0.001,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.3246,0.8095,0.4153,181.1302,0.9853,9.9286,106.252,34.3295,0.1001,0.1564,8.2302,2.6189,2.7323,1.574,1.6755,0.6291,0.2089,0.5341,58.1323,2.1281624657729097
nwis_03409500,2016,"CLEAR FORK NEAR ROBBINS, TN",USGS (Powell Center),36.38828757,-84.6301881,"NAD83",1081.01,"NAVD88",ST,12154278,05,358,1,126.57943409499842,-262.9144616092535,12.8001948210864,7.8294675872385975,16,0.32,-0.03,-0.04,1.37,205.32462935160703,0.873,9.09,0.74,0.62,0.39,0.64,43.79715551051656,0.388,34.97,0.24,-0.01,0.03,1.22,183.84359185377585,0.278,2.83,0.42,0.14,-0.17,1.36,195.06486931350202,0.851,0.291784300339955,13.225528428846829,18.9,30.9372,784.3,0.442274394866843,19.856957030649,0.137725605133158,0.172593876540436,0.419999999999999,95,0,50,0.008581978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.06877828,4,forested,Tennessee,TN,0.26924400000000004,5,430014145,0,05130104000133,3.1212,706.6737,3.6,0.002875,3.6,0,33340,32305,0.84036,704.39286,0.9967724283498876,465.2483,1377.925299463173,-4.222184722813656,19.212788444045348,12.989983510891518,705.0515,1.1,1.12,1.17,1.04,1.2,1.27,1.25,1.06,0.19,0,3.35,1.64,0.54,0.11,0.32,46.67,5.72,19.69,3.75,4.61,13.27,0.08,0.03,0.01,0.18,0,3.32,1.66,0.63,0.13,0.33,46.92,5.51,19.67,2.97,5.44,13.01,0.18,0.04,0.01,6.2726,12.9899,568.4249,8.3529,3.5915,2.2035,909.3915,670.2617,349.0946,279.2757,0.0071,0,0,0.0028,1.3577,0.0014,0,31.21,0,0,0,68.79,0,0,0,0,0,0,0,0,0,0,0,0,1.3154,4.0155,2.2794,178.9354,0.5722,9.6981,93.4519,31.1286,0.2031,0.1089,7.4208,1.624,2.2653,1.6044,1.1151,0.5246,0.1435,0.4179,67.7298,1.954361205476724
nwis_03538830,2014,"OBED RIVER AT ADAMS BRIDGE NEAR CROSSVILLE, TN",USGS (Powell Center),36.06166667,-84.96138889,"NAD83",1365.88,"NAVD88",ST,19710639,06,285,1,122.8098486569059,-183.69958390362473,12.475002040956,7.294178395368855,13.53,0.3,-0.02,-0.06,1.37,203.24371853211383,0.827,5.67,0.64,0.53,0.34,0.56,33.08700195197363,0.519,34.18,0.25,0.01,0.04,1.15,176.9937583793562,0.207,2.41,0.4,0.18,-0.07,1.32,204.28345894996707,0.858,0.32925865476568,58.040663961417,22,25.4508,852.3,0.476104781360936,15.3893190266271,0.123895218639064,0.197352847817345,0.4,NA,NA,NA,0.004965611,70667127,138.6991047,4.917,643,7.105,524,438,575,51,25,35,126,126,9,29,78,129,172,211,231,226,192,131,78,30,1447,1462,127,117,151,120,134,114,132,105,101,86,121,138,124,127,2,0,0,100,36,5,21,12.026,77.636,189,985,810,0,8,7.160235712,4,forested,Tennessee,TN,0,4,470007989,0,06010208000153,0.7164,239.9886,0.714,0.00581232,0.714,0,42005,41590,0,239.2722,0.9970148582057649,550.2353,1432.4947917138647,-3.903986442366308,18.71388433005821,12.755733543517149,715.9729,5.58,5.68,5.81,5.08,5.96,6.19,6.06,5.29,0.84,0,8.71,5.84,3.15,1.5,0.29,39.81,0.66,4.97,1.24,3.3,29.04,0.05,0.57,0.04,0.82,0,8.7,5.91,3.37,1.59,0.28,37.48,0.61,4.93,1.2,6.11,28.32,0.07,0.57,0.04,34.6076,74.9969,563.4085,8.2982,3.591,2.2186,38820.4875,18832.0225,36163.2398,17326.0775,0.0417,0,0.0042,0.0375,2.807,0.0292,0,95.33,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,2.9559,12.3163,1.2316,177.751,0.5022,10.3051,83.7032,31.0962,0.2202,0.0484,7.215,1.2086,2.0727,1.6174,0.8828,0.4961,0.1185,0.1308,70.5571,2.0007667772255973
nwis_03538830,2015,"OBED RIVER AT ADAMS BRIDGE NEAR CROSSVILLE, TN",USGS (Powell Center),36.06166667,-84.96138889,"NAD83",1365.88,"NAVD88",ST,19710639,06,304,1,128.55716426849253,-356.4482703725023,12.597727039329598,7.516660453468428,14.5,0.28,-0.08,0,1.33,204.3635540530728,0.869,6.48,0.69,0.61,0.4,0.47,26.84398856297552,0.7,34.51,0.26,-0.01,-0.01,1.2,180.8835413411015,0.406,2.56,0.44,0.18,-0.14,1.33,186.8178894332435,0.837,0.32925865476568,58.040663961417,22,25.4508,852.3,0.476104781360936,15.3893190266271,0.123895218639064,0.197352847817345,0.4,NA,NA,NA,0.004965611,70667127,138.6991047,4.917,643,7.105,524,438,575,51,25,35,126,126,9,29,78,129,172,211,231,226,192,131,78,30,1447,1462,127,117,151,120,134,114,132,105,101,86,121,138,124,127,2,0,0,100,36,5,21,12.026,77.636,189,985,810,0,8,7.160235712,4,forested,Tennessee,TN,0,4,470007989,0,06010208000153,0.7164,239.9886,0.714,0.00581232,0.714,0,42005,41590,0,239.2722,0.9970148582057649,550.2353,1432.4947917138647,-3.903986442366308,18.71388433005821,12.755733543517149,715.9729,5.58,5.68,5.81,5.08,5.96,6.19,6.06,5.29,0.84,0,8.71,5.84,3.15,1.5,0.29,39.81,0.66,4.97,1.24,3.3,29.04,0.05,0.57,0.04,0.82,0,8.7,5.91,3.37,1.59,0.28,37.48,0.61,4.93,1.2,6.11,28.32,0.07,0.57,0.04,34.6076,74.9969,563.4085,8.2982,3.591,2.2186,38820.4875,18832.0225,36163.2398,17326.0775,0.0417,0,0.0042,0.0375,2.807,0.0292,0,95.33,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,2.9559,12.3163,1.2316,177.751,0.5022,10.3051,83.7032,31.0962,0.2202,0.0484,7.215,1.2086,2.0727,1.6174,0.8828,0.4961,0.1185,0.1308,70.5571,2.0007667772255973
nwis_03538830,2016,"OBED RIVER AT ADAMS BRIDGE NEAR CROSSVILLE, TN",USGS (Powell Center),36.06166667,-84.96138889,"NAD83",1365.88,"NAVD88",ST,19710639,06,263,1,104.02257871512445,-415.8656673163398,13.050045204386398,7.694881353021873,15.19,0.29,-0.02,-0.04,1.36,204.90253281296359,0.85,3.96,0.74,0.62,0.39,0.67,41.04732572004335,0.387,35.66,0.23,-0.02,0.03,1.22,182.9967413966598,0.261,2.76,0.44,0.14,-0.16,1.35,194.31395089712174,0.822,0.32925865476568,58.040663961417,22,25.4508,852.3,0.476104781360936,15.3893190266271,0.123895218639064,0.197352847817345,0.4,NA,NA,NA,0.004965611,70667127,138.6991047,4.917,643,7.105,524,438,575,51,25,35,126,126,9,29,78,129,172,211,231,226,192,131,78,30,1447,1462,127,117,151,120,134,114,132,105,101,86,121,138,124,127,2,0,0,100,36,5,21,12.026,77.636,189,985,810,0,8,7.160235712,4,forested,Tennessee,TN,0,4,470007989,0,06010208000153,0.7164,239.9886,0.714,0.00581232,0.714,0,42005,41590,0,239.2722,0.9970148582057649,550.2353,1432.4947917138647,-3.903986442366308,18.71388433005821,12.755733543517149,715.9729,5.58,5.68,5.81,5.08,5.96,6.19,6.06,5.29,0.84,0,8.71,5.84,3.15,1.5,0.29,39.81,0.66,4.97,1.24,3.3,29.04,0.05,0.57,0.04,0.82,0,8.7,5.91,3.37,1.59,0.28,37.48,0.61,4.93,1.2,6.11,28.32,0.07,0.57,0.04,34.6076,74.9969,563.4085,8.2982,3.591,2.2186,38820.4875,18832.0225,36163.2398,17326.0775,0.0417,0,0.0042,0.0375,2.807,0.0292,0,95.33,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,2.9559,12.3163,1.2316,177.751,0.5022,10.3051,83.7032,31.0962,0.2202,0.0484,7.215,1.2086,2.0727,1.6174,0.8828,0.4961,0.1185,0.1308,70.5571,2.0007667772255973
nwis_03539778,2014,"CLEAR CREEK AT LILLY BRIDGE NEAR LANCING, TN",USGS (Powell Center),36.1031293,-84.7182771,"NAD83",1040.99,"NAVD88",ST,19710283,06,315,1,94.84811005265217,-94.71965283567812,12.6487766055672,3.6621811158895285,14.36,0.33,0.02,-0.08,1.38,204.32749316808054,0.838,9.78,0.65,0.49,0.27,0.61,22.787444132721802,0.465,34.65,0.26,0.02,0.05,1.15,177.10078978491964,0.23,2.73,0.36,0.16,-0.13,1.36,195.90642542407983,0.83,0.316450988650542,153.5255073126662,23.9,9.9822,541.3499999999999,0.480178632104133,20.8980242972005,0.0998213678958674,0.151212715780685,0.42,95,95,95,0.010836148,70666272,185.3141849,8.795,662,6.544,413,344,461,54,31,77,129,126,10,31,81,132,174,215,235,230,197,134,81,31,1409,1431,123,114,146,114,131,111,134,103,99,85,118,132,117,122,16,0,0,10,59,15,13,14.929,13.239,169,159,810,0,0,29.1660202,4,forested,Tennessee,TN,0.108201,5,470006427,0,06010208000096,0.1962,443.9484,0.43,0.01144186,0.43,0,31904,31412,0.02123,443.77343,0.9996058776200116,494.1571,1375.4298608825336,-4.2744248797668165,19.04696792557376,12.940547247745734,716.5298,0.98,1,1.03,0.89,1.04,1.08,1.06,0.91,0.23,0,2.97,1.63,0.44,0.05,0.27,44.79,4.18,22.23,2.51,3.89,16.75,0.03,0.01,0,0.22,0,2.94,1.64,0.49,0.06,0.28,44.24,4.06,22.49,2.02,4.94,16.44,0.18,0.01,0,5.5332,11.8701,583.3613,8.5452,3.6768,2.2576,3128.5133,2364.4448,2169.9546,1603.1547,0.0158,0,0,0,1.4053,0.009,0,43.71,0,0,0,56.29,0,0,0,0,0,0,0,0,0,0,0,0,1.8164,5.203,1.6628,178.9306,0.4906,11.3315,86.0615,31.0979,0.2165,0.0706,7.287,1.3522,2.1421,1.6159,0.9643,0.5055,0.127,0.2468,69.7889,1.919571050474849
nwis_03539778,2016,"CLEAR CREEK AT LILLY BRIDGE NEAR LANCING, TN",USGS (Powell Center),36.1031293,-84.7182771,"NAD83",1040.99,"NAVD88",ST,19710283,06,312,1,98.79035033642256,-135.03836246145548,13.256773501154399,3.8028697022010003,16.62,0.27,-0.03,-0,1.3,201.17172385723447,0.847,5.61,0.71,0.52,0.22,0.96,45.63159077301279,0.681,36.22,0.23,-0.02,0.04,1.23,182.82619804477918,0.271,3.03,0.39,0.14,-0.15,1.35,186.95364414487216,0.857,0.316450988650542,153.5255073126662,23.9,9.9822,541.3499999999999,0.480178632104133,20.8980242972005,0.0998213678958674,0.151212715780685,0.42,95,95,95,0.010836148,70666272,185.3141849,8.795,662,6.544,413,344,461,54,31,77,129,126,10,31,81,132,174,215,235,230,197,134,81,31,1409,1431,123,114,146,114,131,111,134,103,99,85,118,132,117,122,16,0,0,10,59,15,13,14.929,13.239,169,159,810,0,0,29.1660202,4,forested,Tennessee,TN,0.108201,5,470006427,0,06010208000096,0.1962,443.9484,0.43,0.01144186,0.43,0,31904,31412,0.02123,443.77343,0.9996058776200116,494.1571,1375.4298608825336,-4.2744248797668165,19.04696792557376,12.940547247745734,716.5298,0.98,1,1.03,0.89,1.04,1.08,1.06,0.91,0.23,0,2.97,1.63,0.44,0.05,0.27,44.79,4.18,22.23,2.51,3.89,16.75,0.03,0.01,0,0.22,0,2.94,1.64,0.49,0.06,0.28,44.24,4.06,22.49,2.02,4.94,16.44,0.18,0.01,0,5.5332,11.8701,583.3613,8.5452,3.6768,2.2576,3128.5133,2364.4448,2169.9546,1603.1547,0.0158,0,0,0,1.4053,0.009,0,43.71,0,0,0,56.29,0,0,0,0,0,0,0,0,0,0,0,0,1.8164,5.203,1.6628,178.9306,0.4906,11.3315,86.0615,31.0979,0.2165,0.0706,7.287,1.3522,2.1421,1.6159,0.9643,0.5055,0.127,0.2468,69.7889,1.919571050474849
nwis_04027000,2015,"BAD RIVER NEAR ODANAH, WI",USGS (Powell Center),46.4866144,-90.696297,"NAD83",668.35,"NAVD88",ST,1815879,04,231,1,70.62015902303988,-205.5070377346191,10.7634830204664,7.685366545293385,9.94,0.48,0.12,-0.09,1.36,205.75057375762088,0.804,22.72,0.41,0.11,-0.06,1.14,49.88362779227706,0.8,29.49,0.31,0.06,-0.02,1.22,171.08074130439095,0.154,2.32,0.48,0.31,-0.11,1.25,199.26493038878598,0.89,0.370552596851952,349.1634535164989,16,41.4528,727.3,0.505126229119882,40.1863152497488,0.0748737708801185,0.067154010151455,0.419999999999999,95,50,50,0.00169666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.85232114,4,forested,Wisconsin,WI,0.3155629999999999,5,90009910,0,04010302000073,4.1265,1549.225,2.525,3.1287e-4,2.525,0,20515,20436,1.30217,1546.40067,0.9981769400829448,397.2619,842.5038097875977,-17.533689262064993,10.58419850475704,4.8050308012157945,352.7817,0.34,0.35,0.36,0.34,0.41,0.43,0.43,0.34,0.81,0,2.08,0.57,0.09,0.01,0.03,43.99,1.95,20.16,1.27,0.65,4.52,1.58,21.15,1.14,0.84,0,1.99,0.59,0.16,0.04,0.03,44.07,1.94,20.3,1.12,0.55,4.39,1.7,21.36,0.92,1.9416,2.8074,431.1415,7.2898,4.069,3.1267,2987.3112,1545.4081,2332.0455,1214.1923,0.0045,0,0,6e-4,1.1035,0.0019,0,0,0,0,0,0,22.86,72.99,0,4.09,0,0.06,0,0,0,0,0,0,1.0289,0.77,0.16,90.8211,8.0817,4.8892,132.6259,58.7539,1.2684,0.0373,14.0405,3.7564,8.2475,2.2416,3.1929,2.1285,0.1564,0.0437,60.101,2.388173223802702
